image_id,width,height,source,x,y,w,h
2202_3008_7m,3872,640,bean,2015.5480225988701,486.43815201192245,36.790960451977526,45.78241430700456
2202_3008_7m,3872,640,bean,2160.723163841808,491.2071535022355,24.858757062147106,35.290611028315936
2202_3008_7m,3872,640,bean,2178.6214689265535,507.4217585692995,25.853107344632917,39.10581222056635
2202_3008_7m,3872,640,bean,2379.4802259887006,512.1907600596124,21.87570621468967,26.70640834575272
2202_3008_7m,3872,640,bean,2621.107344632768,495.97615499254846,27.84180790960454,44.82861400894183
2202_3008_7m,3872,640,bean,2641.988700564972,489.29955290611025,27.841807909604086,48.64381520119224
2202_3008_7m,3872,640,bean,2694.6892655367233,501.69895678092405,25.853107344632463,38.152011922503675
2202_3008_7m,3872,640,bean,2758.3276836158193,494.0685543964233,24.858757062147106,27.66020864381511
2202_3008_7m,3872,640,bean,2801.084745762712,513.1445603576751,33.80790960451941,27.660208643815167
2202_3008_7m,3872,640,bean,2871.683615819209,512.1907600596124,16.90395480226016,25.752608047690046
2202_3008_7m,3872,640,bean,2920.406779661017,510.2831594634873,21.875706214689217,21.93740685543969
2202_3008_7m,3872,640,bean,2987.0282485875705,500.7451564828614,32.81355932203405,43.874813710879266
2202_3008_7m,3872,640,bean,3557.7853107344636,541.7585692995528,20.88135593220295,35.29061102831599
2202_3008_7m,3872,640,bean,3496.135593220339,507.4217585692995,26.847457627118274,59.135618479880804
2202_3008_7m,3872,640,bean,3418.576271186441,522.6825633383011,27.84180790960454,34.33681073025332
2202_3008_7m,3872,640,bean,3664.1807909604518,519.8211624441133,24.858757062147106,41.01341281669147
2202_3008_7m,3872,640,bean,3683.0734463276835,506.46795827123697,25.853107344632917,57.22801788375557
2202_3008_7m,3872,640,bean,3723.8418079096045,531.2667660208645,22.870056497175028,41.01341281669147
2202_3008_7m,3872,640,bean,3745.7175141242938,501.69895678092405,32.8135593220336,66.76602086438152
2202_3008_7m,3872,640,bean,3798.4180790960454,510.2831594634873,27.84180790960454,49.59761549925486
2202_3008_7m,3872,640,bean,3839.1864406779664,536.0357675111774,19.88700564971714,26.706408345752607
2202_3008_7m,3872,640,bean,2468.9717514124295,496.929955290611,25.853107344632463,42.921013412816706
2202_3008_7m,3872,640,bean,2482.892655367232,502.6527570789866,33.807909604519864,43.874813710879266
2202_3008_7m,3872,640,bean,2960.180790960452,155.46944858420267,21.875706214689217,27.660208643815224
2202_3008_7m,3872,640,bean,2994.9830508474574,159.28464977645305,48.723163841807946,15.260804769001481
2202_3008_7m,3872,640,bean,3219.7062146892654,173.59165424739194,18.892655367231782,15.260804769001481
2202_3008_7m,3872,640,bean,2230.3276836158193,490.2533532041729,23.86440677966084,53.41281669150516
2202_3008_7m,3872,640,bean,2259.1638418079096,489.29955290611025,61.649717514124404,31.47540983606558
2202_3008_7m,3872,640,bean,2268.1129943502824,512.1907600596124,50.71186440678002,29.567809239940402
2202_3007_7m,3872,640,bean,3581.6497175141244,113.67164179104478,40.768361581920544,28.656716417910445
2202_3007_7m,3872,640,bean,3287.322033898305,117.49253731343285,35.79661016949149,52.537313432835816
2202_3007_7m,3872,640,bean,3419.570621468926,128.0,36.79096045197775,18.149253731343293
2202_3007_7m,3872,640,bean,3368.8587570621467,105.07462686567165,22.870056497175028,39.16417910447761
2202_3007_7m,3872,640,bean,3162.0338983050847,117.49253731343285,40.768361581921,40.1194029850746
2202_3007_7m,3872,640,bean,2999.954802259887,107.94029850746269,24.85875706214665,34.38805970149254
2202_3007_7m,3872,640,bean,2599.231638418079,106.98507462686567,43.75141242937843,27.70149253731344
2202_3007_7m,3872,640,bean,2525.6497175141244,104.11940298507461,23.86440677966084,42.02985074626868
2202_3007_7m,3872,640,bean,2793.129943502825,91.70149253731344,28.836158192089897,23.88059701492537
2202_3007_7m,3872,640,bean,2372.5197740112994,95.52238805970148,38.779661016949376,19.104477611940297
2202_3007_7m,3872,640,bean,2324.7909604519773,98.38805970149254,24.858757062147106,33.432835820895505
2202_3007_7m,3872,640,bean,2279.0508474576272,89.7910447761194,23.86440677966084,42.98507462686567
2202_3007_7m,3872,640,bean,2247.2316384180795,88.83582089552237,21.875706214688762,46.80597014925374
2202_3007_7m,3872,640,bean,726.8700564971751,70.68656716417911,24.85875706214688,26.74626865671641
2202_3007_7m,3872,640,bean,776.587570621469,71.64179104477613,27.841807909604427,32.47761194029849
2202_3007_7m,3872,640,bean,190.91525423728814,453.73134328358213,44.745762711864415,18.149253731343208
2202_3007_7m,3872,640,bean,152.135593220339,402.14925373134326,18.89265536723164,33.43283582089555
2202_3007_7m,3872,640,bean,111.36723163841808,428.8955223880597,27.841807909604512,17.19402985074629
2202_3007_7m,3872,640,bean,4.971751412429378,412.65671641791045,30.824858757062152,18.14925373134332
2202_3007_7m,3872,640,bean,39.774011299435024,435.5820895522388,31.819209039548035,18.14925373134332
2202_3007_7m,3872,640,bean,301.2881355932203,418.3880597014925,34.80225988700562,18.14925373134332
2202_3007_7m,3872,640,bean,410.6666666666667,398.32835820895525,26.847457627118615,42.98507462686564
2202_3007_7m,3872,640,bean,454.4180790960452,398.32835820895525,20.881355932203405,50.62686567164178
2202_3007_7m,3872,640,bean,501.1525423728813,410.7462686567164,26.847457627118672,21.970149253731392
2202_3007_7m,3872,640,bean,608.542372881356,419.3432835820896,18.892655367231555,37.25373134328356
2202_3007_7m,3872,640,bean,675.1638418079096,405.0149253731343,30.82485875706209,35.34328358208961
2202_3007_7m,3872,640,bean,721.8983050847457,411.70149253731347,20.881355932203405,38.20895522388054
2202_3007_7m,3872,640,bean,758.6892655367233,421.25373134328356,61.64971751412418,30.56716417910451
2202_3007_7m,3872,640,bean,890.9378531073446,412.65671641791045,25.853107344632804,27.70149253731347
2202_3007_7m,3872,640,bean,939.6610169491526,417.43283582089555,25.853107344632804,47.76119402985074
2202_3007_7m,3872,640,bean,990.3728813559323,417.43283582089555,26.847457627118615,32.47761194029846
2202_3007_7m,3872,640,bean,1075.8870056497176,407.88059701492534,15.909604519773893,57.31343283582095
2202_3007_7m,3872,640,bean,1086.824858757062,437.4925373134328,34.802259887005675,21.970149253731392
2202_3007_7m,3872,640,bean,1199.1864406779662,418.3880597014925,45.740112994350284,41.07462686567169
2202_3007_7m,3872,640,bean,1257.8531073446327,431.76119402985074,50.71186440677957,32.47761194029857
2202_3007_7m,3872,640,bean,1362.2598870056497,426.02985074626866,43.75141242937843,29.61194029850742
2202_3007_7m,3872,640,bean,1352.316384180791,454.6865671641791,28.83615819209058,13.37313432835822
2202_3007_7m,3872,640,bean,1447.774011299435,420.2985074626866,36.790960451977526,41.074626865671576
2202_3007_7m,3872,640,bean,1508.4293785310733,429.85074626865674,30.824858757062202,29.611940298507477
2202_3007_7m,3872,640,bean,1772.9265536723162,428.8955223880597,24.858757062147106,40.1194029850746
2202_3007_7m,3872,640,bean,1795.7966101694915,441.3134328358209,49.717514124293984,23.8805970149254
2202_3007_7m,3872,640,bean,1868.3841807909605,440.3582089552239,42.75706214689262,29.611940298507477
2202_3007_7m,3872,640,bean,2008.587570621469,428.8955223880597,19.887005649717366,41.07462686567169
2202_3007_7m,3872,640,bean,2029.4689265536724,445.1343283582089,35.796610169491714,17.194029850746347
2202_3007_7m,3872,640,bean,2142.824858757062,435.5820895522388,32.81355932203405,47.76119402985074
2202_3007_7m,3872,640,bean,1916.1129943502826,434.6268656716418,22.870056497175028,35.34328358208961
2202_3007_7m,3872,640,bean,1943.954802259887,446.089552238806,32.813559322033825,42.029850746268664
2202_3007_7m,3872,640,bean,2411.299435028249,433.67164179104475,22.870056497175028,49.671641791044806
2202_3007_7m,3872,640,bean,2473.9435028248586,452.77611940298505,21.87570621468967,30.56716417910451
2202_3007_7m,3872,640,bean,2513.7175141242938,450.865671641791,16.903954802259705,27.70149253731347
2202_3007_7m,3872,640,bean,2561.446327683616,439.4029850746268,15.909604519773893,43.94029850746273
2202_3007_7m,3872,640,bean,2605.1977401129943,440.3582089552239,23.864406779661294,44.895522388059646
2202_3007_7m,3872,640,bean,2654.915254237288,455.6417910447761,44.745762711864245,33.43283582089555
2202_3007_7m,3872,640,bean,2355.6158192090393,442.2686567164179,30.82485875706243,19.10447761194024
2202_3007_7m,3872,640,bean,2353.6271186440677,463.2835820895522,20.881355932203405,23.8805970149254
2202_3007_7m,3872,640,bean,2829.9209039548023,448.95522388059703,33.807909604519864,22.92537313432831
2202_3007_7m,3872,640,bean,2943.276836158192,452.77611940298505,27.84180790960454,31.522388059701484
2202_3007_7m,3872,640,bean,2987.0282485875705,454.6865671641791,20.881355932203405,31.522388059701484
2202_3007_7m,3872,640,bean,2882.621468926554,443.22388059701495,52.70056497175119,42.98507462686564
2202_3007_7m,3872,640,bean,3039.728813559322,447.04477611940297,26.84745762711873,33.43283582089555
2202_3007_7m,3872,640,bean,3576.677966101695,455.6417910447761,29.830508474576618,57.31343283582095
2202_3007_7m,3872,640,bean,3501.1073446327687,460.4179104477612,56.67796610169489,27.70149253731347
2202_3007_7m,3872,640,bean,3449.401129943503,472.8358208955224,44.745762711864245,27.701492537313413
2202_3007_7m,3872,640,bean,3389.74011299435,466.14925373134326,20.88135593220386,38.20895522388065
2202_3007_7m,3872,640,bean,3346.983050847458,472.8358208955224,23.864406779660385,21.970149253731336
2202_3007_7m,3872,640,bean,3326.1016949152545,451.82089552238807,16.903954802259705,49.671641791044806
2202_3007_7m,3872,640,bean,3300.2485875706216,438.44776119402985,24.85875706214665,49.671641791044806
2202_3007_7m,3872,640,bean,3245.5593220338983,434.6268656716418,40.768361581920544,29.611940298507534
2202_3007_7m,3872,640,bean,3181.9209039548023,452.77611940298505,30.824858757061975,35.34328358208961
2202_3007_7m,3872,640,bean,3078.508474576271,462.32835820895525,41.76271186440681,21.97014925373128
2202_3007_7m,3872,640,bean,3132.2033898305085,469.9701492537314,25.853107344632463,29.61194029850742
2202_3007_7m,3872,640,bean,1937.9887005649716,94.56716417910448,20.881355932203405,50.62686567164181
2202_3007_7m,3872,640,bean,1964.8361581920906,89.7910447761194,48.72316384180772,22.92537313432834
2202_3007_7m,3872,640,bean,2091.1186440677966,109.8507462686567,18.892655367231782,39.164179104477626
2202_3007_7m,3872,640,bean,2122.9378531073444,107.94029850746269,11.932203389830647,17.19402985074626
2202_3007_7m,3872,640,bean,2160.723163841808,73.55223880597015,44.745762711864245,63.044776119403
2202_3007_7m,3872,640,bean,1591.954802259887,76.41791044776119,23.864406779661067,42.98507462686568
2202_3007_7m,3872,640,bean,1559.1412429378531,82.14925373134328,20.881355932203405,43.9402985074627
2202_3007_7m,3872,640,bean,1791.819209039548,83.1044776119403,33.807909604519864,39.16417910447761
2202_3007_7m,3872,640,bean,1834.5762711864406,92.65671641791045,32.81355932203405,29.611940298507463
2202_3007_7m,3872,640,bean,1698.3502824858756,94.56716417910448,32.81355932203405,25.791044776119406
2202_3007_7m,3872,640,bean,1403.0282485875707,85.01492537313433,35.79661016949149,24.835820895522374
2202_3007_7m,3872,640,bean,1483.5706214689267,82.14925373134328,28.836158192090124,21.014925373134332
2202_3007_7m,3872,640,bean,1440.8135593220338,112.71641791044775,26.84745762711873,18.149253731343293
2202_3007_7m,3872,640,bean,1279.7288135593221,84.05970149253731,21.875706214689217,42.029850746268664
2202_3007_7m,3872,640,bean,1218.0790960451977,72.59701492537314,21.875706214689217,43.94029850746267
2202_3007_7m,3872,640,bean,1178.3050847457628,78.32835820895522,33.807909604519864,22.925373134328353
2202_3007_7m,3872,640,bean,1136.542372881356,75.46268656716418,22.870056497175256,24.83582089552239
2202_3007_7m,3872,640,bean,1191.2316384180792,91.70149253731344,22.870056497175028,29.61194029850745
2202_3007_7m,3872,640,bean,443.48022598870057,68.77611940298507,12.926553672316402,29.611940298507463
2202_3007_7m,3872,640,bean,472.3163841807909,60.17910447761194,23.864406779661067,42.029850746268664
2202_3007_7m,3872,640,bean,491.20903954802264,61.134328358208954,24.85875706214682,45.850746268656714
2202_3007_7m,3872,640,bean,567.774011299435,61.134328358208954,33.807909604519864,17.19402985074627
2202_3007_7m,3872,640,bean,629.4237288135593,56.35820895522387,21.87570621468933,38.20895522388061
2202_3007_7m,3872,640,bean,661.2429378531074,61.134328358208954,25.85310734463269,41.074626865671654
2202_3007_7m,3872,640,bean,519.0508474576271,60.17910447761194,45.740112994350284,31.5223880597015
2202_3007_7m,3872,640,bean,540.9265536723163,68.77611940298507,19.88700564971748,38.208955223880594
2202_3007_7m,3872,640,bean,321.17514124293785,63.04477611940299,24.85875706214688,41.074626865671625
2202_3007_7m,3872,640,bean,151.14124293785312,71.64179104477613,48.72316384180789,25.791044776119392
2202_3007_7m,3872,640,bean,202.84745762711864,69.73134328358209,41.76271186440678,27.701492537313428
2202_3007_7m,3872,640,bean,250.57627118644066,63.04477611940299,21.875706214689302,42.98507462686566
2202_3007_7m,3872,640,bean,286.37288135593224,68.77611940298507,18.89265536723161,48.716417910447774
2202_3007_7m,3872,640,bean,860.1129943502824,85.97014925373134,48.723163841807946,32.477611940298516
2202_3007_7m,3872,640,bean,943.638418079096,81.19402985074628,37.78531073446345,21.014925373134332
2202_3007_7m,3872,640,bean,973.4689265536724,67.82089552238806,24.858757062146765,55.40298507462687
2202_3007_7m,3872,640,bean,2880.6327683615823,112.71641791044775,47.72881355932168,22.925373134328368
2202_3007_7m,3872,640,bean,2843.8418079096045,108.8955223880597,43.75141242937843,29.61194029850745
2202_3007_7m,3872,640,bean,1540.2485875706216,441.3134328358209,33.80790960451964,35.343283582089555
2202_3007_7m,3872,640,bean,1566.1016949152543,414.5671641791045,40.768361581921,35.3432835820895
2202_3007_7m,3872,640,bean,1595.9322033898304,407.88059701492534,21.875706214689217,54.44776119402991
2202_3007_7m,3872,640,bean,1642.6666666666667,441.3134328358209,32.813559322033825,32.477611940298516
2202_3007_7m,3872,640,bean,1701.3333333333333,439.4029850746268,43.75141242937866,34.38805970149258
2202_3007_7m,3872,640,bean,565.7853107344632,426.98507462686564,18.89265536723167,37.253731343283675
2202_3007_7m,3872,640,bean,521.0395480225989,434.6268656716418,21.875706214689217,29.611940298507534
2202_3007_7m,3872,640,bean,533.9661016949152,427.94029850746267,22.870056497175142,29.611940298507477
2202_3006_7m,3872,640,bean,103.4389930644747,84.8882265275708,54.70331363986644,27.660208643815196
2202_3006_7m,3872,640,bean,369.99332134600564,84.8882265275708,26.854353968661712,43.874813710879266
2202_3006_7m,3872,640,bean,422.70742358078604,87.74962742175857,19.89211405086047,23.845007451564825
2202_3006_7m,3872,640,bean,808.6144361674801,102.05663189269745,33.8165938864629,27.660208643815224
2202_3006_7m,3872,640,bean,553.0007706139224,75.35022354694486,31.827382481376844,19.07600596125185
2202_3006_7m,3872,640,bean,552.0061649113794,101.10283159463486,53.708707937323425,35.290611028315936
2202_3006_7m,3872,640,bean,702.1916259953763,92.51862891207153,40.77883380426408,15.260804769001496
2202_3006_7m,3872,640,bean,703.1862316979193,113.50223546944859,37.795016696635,26.706408345752592
2202_3006_7m,3872,640,bean,627.5961983046494,85.84202682563338,40.77883380426397,27.66020864381521
2202_3006_7m,3872,640,bean,1129.8720780888775,98.2414307004471,42.76804520935002,35.290611028315936
2202_3006_7m,3872,640,bean,1773.3819676342152,114.45603576751118,23.870536861032633,36.24441132637854
2202_3006_7m,3872,640,bean,1996.1736450038532,103.96423248882265,22.875931158489266,45.78241430700449
2202_3006_7m,3872,640,bean,2070.7690726945802,125.90163934426229,49.73028512715109,20.983606557377044
2202_3006_7m,3872,640,bean,2138.402260467506,128.76304023845006,26.8543539686616,31.47540983606561
2202_3006_7m,3872,640,bean,2196.0893912150013,118.27123695976155,19.892114050860528,37.198211624441115
2202_3006_7m,3872,640,bean,2238.8574364243514,113.50223546944859,28.84356537374788,51.50521609538002
2202_3006_7m,3872,640,bean,2293.5607500642177,125.90163934426229,29.83817107629102,34.336810730253376
2202_3006_7m,3872,640,bean,2331.355766760853,133.53204172876303,33.816593886463124,33.38301043219076
2202_3006_7m,3872,640,bean,2417.886462882096,117.31743666169896,55.69791934240902,20.983606557377044
2202_3006_7m,3872,640,bean,2561.109684048292,115.40983606557377,31.827382481376844,24.798807749627414
2202_3006_7m,3872,640,bean,2598.9047007449267,124.9478390461997,25.859748266118913,43.874813710879266
2202_3006_7m,3872,640,bean,2651.618802979707,121.13263785394933,45.751862316978986,36.24441132637854
2202_3006_7m,3872,640,bean,2707.3167223221167,118.27123695976155,33.816593886463124,32.42921013412817
2202_3006_7m,3872,640,bean,2749.090161828924,134.48584202682562,54.70331363986588,21.93740685543966
2202_3006_7m,3872,640,bean,2863.4698176213715,120.17883755588673,42.768045209350475,30.52160953800299
2202_3006_7m,3872,640,bean,3443.3249422039557,119.22503725782414,47.741073722065266,45.78241430700447
2202_3006_7m,3872,640,bean,3411.497559722579,129.71684053651268,33.81659388646267,32.42921013412817
2202_3006_7m,3872,640,bean,3347.842794759825,130.67064083457527,42.76804520935002,23.84500745156481
2202_3006_7m,3872,640,bean,3290.15566401233,115.40983606557377,23.870536861032633,55.32041728763038
2202_3006_7m,3872,640,bean,3361.7672745954274,132.57824143070044,20.886719753403668,46.73621460506706
2202_3006_7m,3872,640,bean,2986.8009247367067,457.8241430700447,44.7572566144363,39.10581222056629
2202_3006_7m,3872,640,bean,2932.0976110968404,454.96274217585693,25.85974826611846,46.73621460506712
2202_3006_7m,3872,640,bean,2899.2756229129204,466.40834575260806,33.816593886463124,34.33681073025332
2202_3006_7m,3872,640,bean,2829.653223734909,463.54694485842026,28.843565373747424,32.4292101341282
2202_3006_7m,3872,640,bean,3114.110454662214,473.0849478390462,19.892114050860982,34.33681073025332
2202_3006_7m,3872,640,bean,3145.937837143591,470.2235469448584,33.816593886463124,44.82861400894183
2202_3006_7m,3872,640,bean,2795.8366298484457,464.5007451564829,26.854353968662053,41.01341281669153
2202_3006_7m,3872,640,bean,2766.993064474698,456.8703427719821,26.854353968662053,27.660208643815224
2202_3006_7m,3872,640,bean,2744.1171333162088,473.0849478390462,15.913691240687967,35.29061102831588
2202_3006_7m,3872,640,bean,2687.424608271256,471.177347242921,22.875931158489493,43.874813710879266
2202_3006_7m,3872,640,bean,2654.6026200873366,462.5931445603577,20.886719753403213,24.79880774962743
2202_3006_7m,3872,640,bean,2592.9370665296688,450.19374068554396,57.68713074749576,27.660208643815167
2202_3006_7m,3872,640,bean,2614.818391985615,474.03874813710877,23.870536861032633,42.921013412816706
2202_3006_7m,3872,640,bean,2537.2391471872593,445.424739195231,30.832776778833704,38.15201192250373
2202_3006_7m,3872,640,bean,2506.406370408425,434.93293591654253,22.875931158489948,63.90461997019372
2202_3006_7m,3872,640,bean,2216.976110968405,445.424739195231,46.746468019522126,21.937406855439633
2202_3006_7m,3872,640,bean,2141.386077575135,457.8241430700447,44.757256614435846,37.198211624441115
2202_3006_7m,3872,640,bean,2279.636270228615,481.66915052160954,22.875931158489948,20.029806259314512
2202_3006_7m,3872,640,bean,2344.2856408939124,451.1475409836066,40.77883380426374,35.29061102831588
2202_3006_7m,3872,640,bean,2383.07526329309,429.21013412816694,22.875931158489948,37.198211624441115
2202_3006_7m,3872,640,bean,2419.875674287182,462.5931445603577,50.72489082969423,35.290611028315936
2202_3006_7m,3872,640,bean,2411.9188286668377,451.1475409836066,26.854353968662053,31.475409836065523
2202_3006_7m,3872,640,bean,2003.1358849216542,451.1475409836066,20.88671975340344,42.921013412816706
2202_3006_7m,3872,640,bean,1660.9915232468534,440.655737704918,61.66555355766741,27.66020864381528
2202_3006_7m,3872,640,bean,1616.2342666324173,455.9165424739195,43.76265091189316,37.19821162444117
2202_3006_7m,3872,640,bean,1587.3907012586694,440.655737704918,24.865142563575773,45.782414307004444
2202_3006_7m,3872,640,bean,1528.7089648086308,446.3785394932936,22.87593115848972,23.84500745156481
2202_3006_7m,3872,640,bean,1455.108142820447,444.47093889716837,24.865142563575546,32.4292101341282
