filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,41,"{""name"":""rect"",""x"":3263,""y"":524,""width"":49,""height"":81}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,42,"{""name"":""rect"",""x"":3344,""y"":543,""width"":30,""height"":50}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,43,"{""name"":""rect"",""x"":3380,""y"":538,""width"":26,""height"":45}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,44,"{""name"":""rect"",""x"":3419,""y"":523,""width"":42,""height"":65}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,45,"{""name"":""rect"",""x"":3476,""y"":541,""width"":37,""height"":66}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,46,"{""name"":""rect"",""x"":3615,""y"":544,""width"":64,""height"":54}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,47,"{""name"":""rect"",""x"":3593,""y"":533,""width"":27,""height"":83}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,48,"{""name"":""rect"",""x"":3553,""y"":538,""width"":42,""height"":61}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,49,"{""name"":""rect"",""x"":3776,""y"":546,""width"":34,""height"":42}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,50,"{""name"":""rect"",""x"":3829,""y"":544,""width"":20,""height"":34}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,51,"{""name"":""rect"",""x"":3860,""y"":530,""width"":25,""height"":60}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,52,"{""name"":""rect"",""x"":3864,""y"":174,""width"":28,""height"":67}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,53,"{""name"":""rect"",""x"":3807,""y"":165,""width"":35,""height"":64}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,54,"{""name"":""rect"",""x"":3759,""y"":150,""width"":43,""height"":65}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,55,"{""name"":""rect"",""x"":3690,""y"":180,""width"":28,""height"":57}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,56,"{""name"":""rect"",""x"":3622,""y"":161,""width"":45,""height"":70}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,57,"{""name"":""rect"",""x"":3582,""y"":167,""width"":27,""height"":56}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,58,"{""name"":""rect"",""x"":3530,""y"":160,""width"":41,""height"":65}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,59,"{""name"":""rect"",""x"":3480,""y"":172,""width"":38,""height"":46}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,60,"{""name"":""rect"",""x"":3412,""y"":174,""width"":42,""height"":75}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,61,"{""name"":""rect"",""x"":3356,""y"":156,""width"":39,""height"":62}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,62,"{""name"":""rect"",""x"":3303,""y"":161,""width"":40,""height"":46}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,63,"{""name"":""rect"",""x"":3240,""y"":143,""width"":35,""height"":81}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,64,"{""name"":""rect"",""x"":3168,""y"":167,""width"":53,""height"":58}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,65,"{""name"":""rect"",""x"":3112,""y"":168,""width"":49,""height"":48}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,66,"{""name"":""rect"",""x"":3042,""y"":163,""width"":33,""height"":31}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,67,"{""name"":""rect"",""x"":2954,""y"":149,""width"":55,""height"":60}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,68,"{""name"":""rect"",""x"":2837,""y"":144,""width"":24,""height"":78}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,69,"{""name"":""rect"",""x"":2863,""y"":129,""width"":26,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,70,"{""name"":""rect"",""x"":2763,""y"":141,""width"":49,""height"":47}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,71,"{""name"":""rect"",""x"":2676,""y"":142,""width"":71,""height"":56}","{""bean_1"":{}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,72,"{""name"":""rect"",""x"":2582,""y"":127,""width"":53,""height"":55}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,73,"{""name"":""rect"",""x"":2514,""y"":142,""width"":56,""height"":56}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,74,"{""name"":""rect"",""x"":2431,""y"":129,""width"":45,""height"":65}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,75,"{""name"":""rect"",""x"":2365,""y"":151,""width"":28,""height"":26}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,76,"{""name"":""rect"",""x"":2295,""y"":150,""width"":36,""height"":33}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,77,"{""name"":""rect"",""x"":2246,""y"":135,""width"":35,""height"":55}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,78,"{""name"":""rect"",""x"":2216,""y"":130,""width"":27,""height"":63}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,79,"{""name"":""rect"",""x"":2165,""y"":145,""width"":40,""height"":62}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,80,"{""name"":""rect"",""x"":2125,""y"":149,""width"":18,""height"":31}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,81,"{""name"":""rect"",""x"":2065,""y"":149,""width"":18,""height"":25}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,82,"{""name"":""rect"",""x"":2021,""y"":145,""width"":24,""height"":21}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,83,"{""name"":""rect"",""x"":1994,""y"":154,""width"":24,""height"":27}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,84,"{""name"":""rect"",""x"":1857,""y"":147,""width"":52,""height"":37}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,85,"{""name"":""rect"",""x"":1762,""y"":121,""width"":28,""height"":73}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,86,"{""name"":""rect"",""x"":1715,""y"":135,""width"":37,""height"":42}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,87,"{""name"":""rect"",""x"":1665,""y"":137,""width"":38,""height"":51}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,88,"{""name"":""rect"",""x"":1604,""y"":135,""width"":39,""height"":60}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,89,"{""name"":""rect"",""x"":1491,""y"":125,""width"":42,""height"":73}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,90,"{""name"":""rect"",""x"":1429,""y"":120,""width"":56,""height"":81}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,91,"{""name"":""rect"",""x"":1357,""y"":123,""width"":57,""height"":46}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,92,"{""name"":""rect"",""x"":1290,""y"":117,""width"":30,""height"":43}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,93,"{""name"":""rect"",""x"":1252,""y"":114,""width"":34,""height"":46}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,94,"{""name"":""rect"",""x"":1228,""y"":144,""width"":28,""height"":35}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,95,"{""name"":""rect"",""x"":1147,""y"":119,""width"":28,""height"":52}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,96,"{""name"":""rect"",""x"":1176,""y"":130,""width"":40,""height"":74}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,97,"{""name"":""rect"",""x"":1024,""y"":110,""width"":48,""height"":63}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,98,"{""name"":""rect"",""x"":883,""y"":135,""width"":26,""height"":43}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,99,"{""name"":""rect"",""x"":771,""y"":132,""width"":46,""height"":66}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,100,"{""name"":""rect"",""x"":740,""y"":114,""width"":35,""height"":67}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,101,"{""name"":""rect"",""x"":704,""y"":130,""width"":26,""height"":49}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,102,"{""name"":""rect"",""x"":628,""y"":131,""width"":28,""height"":36}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,103,"{""name"":""rect"",""x"":570,""y"":127,""width"":26,""height"":72}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,104,"{""name"":""rect"",""x"":1070,""y"":140,""width"":48,""height"":50}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,105,"{""name"":""rect"",""x"":1373,""y"":156,""width"":53,""height"":50}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,106,"{""name"":""rect"",""x"":1347,""y"":529,""width"":73,""height"":58}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,107,"{""name"":""rect"",""x"":1518,""y"":132,""width"":40,""height"":57}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,108,"{""name"":""rect"",""x"":1577,""y"":135,""width"":27,""height"":63}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,109,"{""name"":""rect"",""x"":1603,""y"":515,""width"":37,""height"":33}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,110,"{""name"":""rect"",""x"":2396,""y"":500,""width"":66,""height"":60}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,111,"{""name"":""rect"",""x"":2367,""y"":506,""width"":56,""height"":63}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,112,"{""name"":""rect"",""x"":2477,""y"":158,""width"":27,""height"":42}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,113,"{""name"":""rect"",""x"":2451,""y"":141,""width"":36,""height"":86}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,114,"{""name"":""rect"",""x"":2757,""y"":171,""width"":74,""height"":43}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,115,"{""name"":""rect"",""x"":3272,""y"":159,""width"":27,""height"":73}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,116,"{""name"":""rect"",""x"":3397,""y"":547,""width"":34,""height"":58}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,117,"{""name"":""rect"",""x"":3313,""y"":535,""width"":37,""height"":61}","{""bean_1"":{""1_plant"":true}}"
2201_1002_7m.png,4679526,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",119,118,"{""name"":""rect"",""x"":2997,""y"":519,""width"":51,""height"":67}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,0,"{""name"":""rect"",""x"":14,""y"":450,""width"":23,""height"":68}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,1,"{""name"":""rect"",""x"":61,""y"":443,""width"":35,""height"":51}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,2,"{""name"":""rect"",""x"":113,""y"":461,""width"":25,""height"":51}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,3,"{""name"":""rect"",""x"":179,""y"":455,""width"":16,""height"":25}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,4,"{""name"":""rect"",""x"":220,""y"":453,""width"":25,""height"":49}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,5,"{""name"":""rect"",""x"":284,""y"":462,""width"":45,""height"":46}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,6,"{""name"":""rect"",""x"":464,""y"":472,""width"":14,""height"":31}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,7,"{""name"":""rect"",""x"":500,""y"":451,""width"":25,""height"":51}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,8,"{""name"":""rect"",""x"":584,""y"":476,""width"":25,""height"":40}","{""bean_1"":{""1_plant"":true}}"
2201_1001_7m.png,4900630,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",114,9,"{""name"":""rect"",""x"":611,""y"":460,""width"":37,""height"":40}","{""bean_1"":{""1_plant"":true}}"
