image_id,width,height,bbox,source
2202_3008_7m,3872,640,"[2689.7175141242938, 159.28464977645305, 26.84745762711873, 17.16840536512666]",bean
2202_3008_7m,3872,640,"[2742.4180790960454, 161.19225037257823, 14.915254237288082, 20.983606557377044]",bean
2202_3008_7m,3872,640,"[2773.242937853107, 185.9910581222057, 32.81355932203451, 34.33681073025332]",bean
2202_3008_7m,3872,640,"[2815.005649717514, 157.37704918032787, 34.802259887005675, 24.7988077496274]",bean
2202_3008_7m,3872,640,"[2904.4971751412427, 155.46944858420267, 26.847457627119184, 38.15201192250376]",bean
2202_3008_7m,3872,640,"[3259.4802259887006, 173.59165424739194, 35.79661016949149, 29.567809239940402]",bean
2202_3008_7m,3872,640,"[3336.045197740113, 173.59165424739194, 55.683615819208626, 18.122205663189277]",bean
2202_3008_7m,3872,640,"[3457.35593220339, 167.8688524590164, 19.887005649717594, 45.78241430700447]",bean
2202_3008_7m,3872,640,"[3429.5141242937857, 157.37704918032787, 29.83050847457571, 41.0134128166915]",bean
2202_3008_7m,3872,640,"[3525.9661016949153, 202.20566318926973, 29.830508474576163, 16.2146050670641]",bean
2202_3008_7m,3872,640,"[3556.7909604519773, 158.33084947839046, 28.836158192090807, 38.15201192250373]",bean
2202_3008_7m,3872,640,"[3613.468926553672, 181.2220566318927, 41.762711864407265, 27.660208643815196]",bean
2202_3008_7m,3872,640,"[3195.8418079096045, 524.5901639344263, 26.84745762711873, 28.614008941877728]",bean
2202_3008_7m,3872,640,"[3268.4293785310733, 520.7749627421758, 46.73446327683632, 29.567809239940402]",bean
2202_3008_7m,3872,640,"[337.08474576271186, 479.76154992548436, 70.59887005649716, 35.29061102831588]",bean
2202_3008_7m,3872,640,"[430.5536723163842, 476.90014903129656, 31.819209039547957, 45.7824143070045]",bean
2202_3008_7m,3872,640,"[470.32768361581924, 471.177347242921, 23.864406779660953, 45.7824143070045]",bean
2202_3008_7m,3872,640,"[546.8926553672317, 477.8539493293591, 34.802259887005675, 41.013412816691584]",bean
2202_3008_7m,3872,640,"[581.6949152542373, 462.5931445603577, 33.80790960451975, 53.4128166915051]",bean
2202_3008_7m,3872,640,"[630.4180790960453, 491.2071535022355, 23.86440677966084, 26.70640834575255]",bean
2202_3008_7m,3872,640,"[653.2881355932203, 486.43815201192245, 27.84180790960454, 49.597615499254914]",bean
2202_3008_7m,3872,640,"[730.8474576271186, 483.5767511177347, 19.887005649717594, 22.89120715350225]",bean
2202_3008_7m,3872,640,"[772.6101694915254, 480.7153502235469, 13.92090395480227, 17.168405365126716]",bean
2202_3008_7m,3872,640,"[835.2542372881356, 471.177347242921, 28.836158192090352, 52.45901639344265]",bean
2202_3008_7m,3872,640,"[874.0338983050848, 486.43815201192245, 21.875706214689217, 47.69001490312968]",bean
2202_3008_7m,3872,640,"[964.5197740112994, 484.53055141579733, 32.813559322033825, 47.69001490312968]",bean
2202_3008_7m,3872,640,"[1059.9774011299435, 487.39195230998513, 27.84180790960454, 19.076005961251838]",bean
2202_3008_7m,3872,640,"[1105.717514124294, 480.7153502235469, 20.881355932203178, 29.567809239940402]",bean
2202_3008_7m,3872,640,"[1146.4858757062148, 483.5767511177347, 33.80790960451964, 31.475409836065523]",bean
2202_3008_7m,3872,640,"[1179.2994350282486, 474.99254843517133, 42.75706214689262, 34.33681073025343]",bean
2202_3008_7m,3872,640,"[1267.7966101694915, 474.99254843517133, 41.76271186440681, 35.29061102831599]",bean
2202_3008_7m,3872,640,"[1300.6101694915255, 496.929955290611, 45.740112994350284, 41.01341281669147]",bean
2202_3008_7m,3872,640,"[1393.0847457627117, 490.2533532041729, 27.841807909604768, 23.845007451564754]",bean
2202_3008_7m,3872,640,"[1627.7514124293784, 499.7913561847988, 25.853107344632917, 27.660208643815167]",bean
2202_3008_7m,3872,640,"[2100.0677966101694, 507.4217585692995, 37.78531073446311, 34.33681073025332]",bean
2202_3008_7m,3872,640,"[3763.6158192090393, 160.23845007451567, 27.84180790960454, 48.64381520119224]",bean
2202_3008_7m,3872,640,"[3843.1638418079096, 174.54545454545453, 23.86440677966084, 29.567809239940374]",bean
2202_3008_7m,3872,640,"[3688.045197740113, 175.49925484351715, 41.762711864406356, 28.614008941877756]",bean
2202_3008_7m,3872,640,"[1345.35593220339, 154.51564828614008, 28.836158192090124, 16.21460506706407]",bean
2202_3008_7m,3872,640,"[1458.7118644067796, 491.2071535022355, 37.78531073446334, 38.15201192250373]",bean
2202_3008_7m,3872,640,"[1498.4858757062145, 478.80774962742174, 46.73446327683632, 34.336810730253376]",bean
2202_3008_7m,3872,640,"[1644.6553672316384, 495.02235469448584, 27.841807909604768, 31.47540983606558]",bean
2202_3008_7m,3872,640,"[1760.9943502824858, 477.8539493293591, 43.75141242937843, 32.4292101341282]",bean
2202_3008_7m,3872,640,"[1832.587570621469, 491.2071535022355, 25.85310734463269, 37.19821162444117]",bean
2202_3008_7m,3872,640,"[1910.146892655367, 486.43815201192245, 33.807909604519864, 49.597615499254914]",bean
2202_3008_7m,3872,640,"[1960.8587570621467, 489.29955290611025, 22.870056497175256, 47.69001490312968]",bean
2202_3008_7m,3872,640,"[2015.5480225988701, 486.43815201192245, 36.790960451977526, 45.78241430700456]",bean
2202_3008_7m,3872,640,"[2160.723163841808, 491.2071535022355, 24.858757062147106, 35.290611028315936]",bean
2202_3008_7m,3872,640,"[2178.6214689265535, 507.4217585692995, 25.853107344632917, 39.10581222056635]",bean
2202_3008_7m,3872,640,"[2379.4802259887006, 512.1907600596124, 21.87570621468967, 26.70640834575272]",bean
2202_3008_7m,3872,640,"[2621.107344632768, 495.97615499254846, 27.84180790960454, 44.82861400894183]",bean
2202_3008_7m,3872,640,"[2641.988700564972, 489.29955290611025, 27.841807909604086, 48.64381520119224]",bean
2202_3008_7m,3872,640,"[2694.6892655367233, 501.69895678092405, 25.853107344632463, 38.152011922503675]",bean
2202_3008_7m,3872,640,"[2758.3276836158193, 494.0685543964233, 24.858757062147106, 27.66020864381511]",bean
2202_3008_7m,3872,640,"[2801.084745762712, 513.1445603576751, 33.80790960451941, 27.660208643815167]",bean
2202_3008_7m,3872,640,"[2871.683615819209, 512.1907600596124, 16.90395480226016, 25.752608047690046]",bean
2202_3008_7m,3872,640,"[2920.406779661017, 510.2831594634873, 21.875706214689217, 21.93740685543969]",bean
2202_3008_7m,3872,640,"[2987.0282485875705, 500.7451564828614, 32.81355932203405, 43.874813710879266]",bean
2202_3008_7m,3872,640,"[3557.7853107344636, 541.7585692995528, 20.88135593220295, 35.29061102831599]",bean
2202_3008_7m,3872,640,"[3496.135593220339, 507.4217585692995, 26.847457627118274, 59.135618479880804]",bean
2202_3008_7m,3872,640,"[3418.576271186441, 522.6825633383011, 27.84180790960454, 34.33681073025332]",bean
2202_3008_7m,3872,640,"[3664.1807909604518, 519.8211624441133, 24.858757062147106, 41.01341281669147]",bean
2202_3008_7m,3872,640,"[3683.0734463276835, 506.46795827123697, 25.853107344632917, 57.22801788375557]",bean
2202_3008_7m,3872,640,"[3723.8418079096045, 531.2667660208645, 22.870056497175028, 41.01341281669147]",bean
2202_3008_7m,3872,640,"[3745.7175141242938, 501.69895678092405, 32.8135593220336, 66.76602086438152]",bean
2202_3008_7m,3872,640,"[3798.4180790960454, 510.2831594634873, 27.84180790960454, 49.59761549925486]",bean
2202_3008_7m,3872,640,"[3839.1864406779664, 536.0357675111774, 19.88700564971714, 26.706408345752607]",bean
2202_3008_7m,3872,640,"[2468.9717514124295, 496.929955290611, 25.853107344632463, 42.921013412816706]",bean
2202_3008_7m,3872,640,"[2482.892655367232, 502.6527570789866, 33.807909604519864, 43.874813710879266]",bean
2202_3008_7m,3872,640,"[2960.180790960452, 155.46944858420267, 21.875706214689217, 27.660208643815224]",bean
2202_3008_7m,3872,640,"[2994.9830508474574, 159.28464977645305, 48.723163841807946, 15.260804769001481]",bean
2202_3008_7m,3872,640,"[3219.7062146892654, 173.59165424739194, 18.892655367231782, 15.260804769001481]",bean
2202_3008_7m,3872,640,"[2230.3276836158193, 490.2533532041729, 23.86440677966084, 53.41281669150516]",bean
2202_3008_7m,3872,640,"[2259.1638418079096, 489.29955290611025, 61.649717514124404, 31.47540983606558]",bean
2202_3008_7m,3872,640,"[2268.1129943502824, 512.1907600596124, 50.71186440678002, 29.567809239940402]",bean
2202_3007_7m,3872,640,"[3581.6497175141244, 113.67164179104478, 40.768361581920544, 28.656716417910445]",bean
2202_3007_7m,3872,640,"[3287.322033898305, 117.49253731343285, 35.79661016949149, 52.537313432835816]",bean
2202_3007_7m,3872,640,"[3419.570621468926, 128.0, 36.79096045197775, 18.149253731343293]",bean
2202_3007_7m,3872,640,"[3368.8587570621467, 105.07462686567165, 22.870056497175028, 39.16417910447761]",bean
2202_3007_7m,3872,640,"[3162.0338983050847, 117.49253731343285, 40.768361581921, 40.1194029850746]",bean
2202_3007_7m,3872,640,"[2999.954802259887, 107.94029850746269, 24.85875706214665, 34.38805970149254]",bean
2202_3007_7m,3872,640,"[2599.231638418079, 106.98507462686567, 43.75141242937843, 27.70149253731344]",bean
2202_3007_7m,3872,640,"[2525.6497175141244, 104.11940298507461, 23.86440677966084, 42.02985074626868]",bean
2202_3007_7m,3872,640,"[2793.129943502825, 91.70149253731344, 28.836158192089897, 23.88059701492537]",bean
2202_3007_7m,3872,640,"[2372.5197740112994, 95.52238805970148, 38.779661016949376, 19.104477611940297]",bean
2202_3007_7m,3872,640,"[2324.7909604519773, 98.38805970149254, 24.858757062147106, 33.432835820895505]",bean
2202_3007_7m,3872,640,"[2279.0508474576272, 89.7910447761194, 23.86440677966084, 42.98507462686567]",bean
2202_3007_7m,3872,640,"[2247.2316384180795, 88.83582089552237, 21.875706214688762, 46.80597014925374]",bean
2202_3007_7m,3872,640,"[726.8700564971751, 70.68656716417911, 24.85875706214688, 26.74626865671641]",bean
2202_3007_7m,3872,640,"[776.587570621469, 71.64179104477613, 27.841807909604427, 32.47761194029849]",bean
2202_3007_7m,3872,640,"[190.91525423728814, 453.73134328358213, 44.745762711864415, 18.149253731343208]",bean
2202_3007_7m,3872,640,"[152.135593220339, 402.14925373134326, 18.89265536723164, 33.43283582089555]",bean
2202_3007_7m,3872,640,"[111.36723163841808, 428.8955223880597, 27.841807909604512, 17.19402985074629]",bean
2202_3007_7m,3872,640,"[4.971751412429378, 412.65671641791045, 30.824858757062152, 18.14925373134332]",bean
2202_3007_7m,3872,640,"[39.774011299435024, 435.5820895522388, 31.819209039548035, 18.14925373134332]",bean
2202_3007_7m,3872,640,"[301.2881355932203, 418.3880597014925, 34.80225988700562, 18.14925373134332]",bean
2202_3007_7m,3872,640,"[410.6666666666667, 398.32835820895525, 26.847457627118615, 42.98507462686564]",bean
2202_3007_7m,3872,640,"[454.4180790960452, 398.32835820895525, 20.881355932203405, 50.62686567164178]",bean
2202_3007_7m,3872,640,"[501.1525423728813, 410.7462686567164, 26.847457627118672, 21.970149253731392]",bean
2202_3007_7m,3872,640,"[608.542372881356, 419.3432835820896, 18.892655367231555, 37.25373134328356]",bean
2202_3007_7m,3872,640,"[675.1638418079096, 405.0149253731343, 30.82485875706209, 35.34328358208961]",bean
2202_3007_7m,3872,640,"[721.8983050847457, 411.70149253731347, 20.881355932203405, 38.20895522388054]",bean
2202_3007_7m,3872,640,"[758.6892655367233, 421.25373134328356, 61.64971751412418, 30.56716417910451]",bean
2202_3007_7m,3872,640,"[890.9378531073446, 412.65671641791045, 25.853107344632804, 27.70149253731347]",bean
2202_3007_7m,3872,640,"[939.6610169491526, 417.43283582089555, 25.853107344632804, 47.76119402985074]",bean
2202_3007_7m,3872,640,"[990.3728813559323, 417.43283582089555, 26.847457627118615, 32.47761194029846]",bean
2202_3007_7m,3872,640,"[1075.8870056497176, 407.88059701492534, 15.909604519773893, 57.31343283582095]",bean
2202_3007_7m,3872,640,"[1086.824858757062, 437.4925373134328, 34.802259887005675, 21.970149253731392]",bean
2202_3007_7m,3872,640,"[1199.1864406779662, 418.3880597014925, 45.740112994350284, 41.07462686567169]",bean
2202_3007_7m,3872,640,"[1257.8531073446327, 431.76119402985074, 50.71186440677957, 32.47761194029857]",bean
2202_3007_7m,3872,640,"[1362.2598870056497, 426.02985074626866, 43.75141242937843, 29.61194029850742]",bean
2202_3007_7m,3872,640,"[1352.316384180791, 454.6865671641791, 28.83615819209058, 13.37313432835822]",bean
2202_3007_7m,3872,640,"[1447.774011299435, 420.2985074626866, 36.790960451977526, 41.074626865671576]",bean
2202_3007_7m,3872,640,"[1508.4293785310733, 429.85074626865674, 30.824858757062202, 29.611940298507477]",bean
2202_3007_7m,3872,640,"[1772.9265536723162, 428.8955223880597, 24.858757062147106, 40.1194029850746]",bean
2202_3007_7m,3872,640,"[1795.7966101694915, 441.3134328358209, 49.717514124293984, 23.8805970149254]",bean
2202_3007_7m,3872,640,"[1868.3841807909605, 440.3582089552239, 42.75706214689262, 29.611940298507477]",bean
2202_3007_7m,3872,640,"[2008.587570621469, 428.8955223880597, 19.887005649717366, 41.07462686567169]",bean
2202_3007_7m,3872,640,"[2029.4689265536724, 445.1343283582089, 35.796610169491714, 17.194029850746347]",bean
2202_3007_7m,3872,640,"[2142.824858757062, 435.5820895522388, 32.81355932203405, 47.76119402985074]",bean
2202_3007_7m,3872,640,"[1916.1129943502826, 434.6268656716418, 22.870056497175028, 35.34328358208961]",bean
2202_3007_7m,3872,640,"[1943.954802259887, 446.089552238806, 32.813559322033825, 42.029850746268664]",bean
2202_3007_7m,3872,640,"[2411.299435028249, 433.67164179104475, 22.870056497175028, 49.671641791044806]",bean
2202_3007_7m,3872,640,"[2473.9435028248586, 452.77611940298505, 21.87570621468967, 30.56716417910451]",bean
2202_3007_7m,3872,640,"[2513.7175141242938, 450.865671641791, 16.903954802259705, 27.70149253731347]",bean
2202_3007_7m,3872,640,"[2561.446327683616, 439.4029850746268, 15.909604519773893, 43.94029850746273]",bean
2202_3007_7m,3872,640,"[2605.1977401129943, 440.3582089552239, 23.864406779661294, 44.895522388059646]",bean
2202_3007_7m,3872,640,"[2654.915254237288, 455.6417910447761, 44.745762711864245, 33.43283582089555]",bean
2202_3007_7m,3872,640,"[2355.6158192090393, 442.2686567164179, 30.82485875706243, 19.10447761194024]",bean
2202_3007_7m,3872,640,"[2353.6271186440677, 463.2835820895522, 20.881355932203405, 23.8805970149254]",bean
2202_3007_7m,3872,640,"[2829.9209039548023, 448.95522388059703, 33.807909604519864, 22.92537313432831]",bean
2202_3007_7m,3872,640,"[2943.276836158192, 452.77611940298505, 27.84180790960454, 31.522388059701484]",bean
2202_3007_7m,3872,640,"[2987.0282485875705, 454.6865671641791, 20.881355932203405, 31.522388059701484]",bean
2202_3007_7m,3872,640,"[2882.621468926554, 443.22388059701495, 52.70056497175119, 42.98507462686564]",bean
2202_3007_7m,3872,640,"[3039.728813559322, 447.04477611940297, 26.84745762711873, 33.43283582089555]",bean
2202_3007_7m,3872,640,"[3576.677966101695, 455.6417910447761, 29.830508474576618, 57.31343283582095]",bean
2202_3007_7m,3872,640,"[3501.1073446327687, 460.4179104477612, 56.67796610169489, 27.70149253731347]",bean
2202_3007_7m,3872,640,"[3449.401129943503, 472.8358208955224, 44.745762711864245, 27.701492537313413]",bean
2202_3007_7m,3872,640,"[3389.74011299435, 466.14925373134326, 20.88135593220386, 38.20895522388065]",bean
2202_3007_7m,3872,640,"[3346.983050847458, 472.8358208955224, 23.864406779660385, 21.970149253731336]",bean
2202_3007_7m,3872,640,"[3326.1016949152545, 451.82089552238807, 16.903954802259705, 49.671641791044806]",bean
2202_3007_7m,3872,640,"[3300.2485875706216, 438.44776119402985, 24.85875706214665, 49.671641791044806]",bean
2202_3007_7m,3872,640,"[3245.5593220338983, 434.6268656716418, 40.768361581920544, 29.611940298507534]",bean
2202_3007_7m,3872,640,"[3181.9209039548023, 452.77611940298505, 30.824858757061975, 35.34328358208961]",bean
2202_3007_7m,3872,640,"[3078.508474576271, 462.32835820895525, 41.76271186440681, 21.97014925373128]",bean
2202_3007_7m,3872,640,"[3132.2033898305085, 469.9701492537314, 25.853107344632463, 29.61194029850742]",bean
2202_3007_7m,3872,640,"[1937.9887005649716, 94.56716417910448, 20.881355932203405, 50.62686567164181]",bean
2202_3007_7m,3872,640,"[1964.8361581920906, 89.7910447761194, 48.72316384180772, 22.92537313432834]",bean
2202_3007_7m,3872,640,"[2091.1186440677966, 109.8507462686567, 18.892655367231782, 39.164179104477626]",bean
2202_3007_7m,3872,640,"[2122.9378531073444, 107.94029850746269, 11.932203389830647, 17.19402985074626]",bean
2202_3007_7m,3872,640,"[2160.723163841808, 73.55223880597015, 44.745762711864245, 63.044776119403]",bean
2202_3007_7m,3872,640,"[1591.954802259887, 76.41791044776119, 23.864406779661067, 42.98507462686568]",bean
2202_3007_7m,3872,640,"[1559.1412429378531, 82.14925373134328, 20.881355932203405, 43.9402985074627]",bean
2202_3007_7m,3872,640,"[1791.819209039548, 83.1044776119403, 33.807909604519864, 39.16417910447761]",bean
2202_3007_7m,3872,640,"[1834.5762711864406, 92.65671641791045, 32.81355932203405, 29.611940298507463]",bean
2202_3007_7m,3872,640,"[1698.3502824858756, 94.56716417910448, 32.81355932203405, 25.791044776119406]",bean
2202_3007_7m,3872,640,"[1403.0282485875707, 85.01492537313433, 35.79661016949149, 24.835820895522374]",bean
2202_3007_7m,3872,640,"[1483.5706214689267, 82.14925373134328, 28.836158192090124, 21.014925373134332]",bean
2202_3007_7m,3872,640,"[1440.8135593220338, 112.71641791044775, 26.84745762711873, 18.149253731343293]",bean
2202_3007_7m,3872,640,"[1279.7288135593221, 84.05970149253731, 21.875706214689217, 42.029850746268664]",bean
2202_3007_7m,3872,640,"[1218.0790960451977, 72.59701492537314, 21.875706214689217, 43.94029850746267]",bean
2202_3007_7m,3872,640,"[1178.3050847457628, 78.32835820895522, 33.807909604519864, 22.925373134328353]",bean
2202_3007_7m,3872,640,"[1136.542372881356, 75.46268656716418, 22.870056497175256, 24.83582089552239]",bean
2202_3007_7m,3872,640,"[1191.2316384180792, 91.70149253731344, 22.870056497175028, 29.61194029850745]",bean
2202_3007_7m,3872,640,"[443.48022598870057, 68.77611940298507, 12.926553672316402, 29.611940298507463]",bean
2202_3007_7m,3872,640,"[472.3163841807909, 60.17910447761194, 23.864406779661067, 42.029850746268664]",bean
2202_3007_7m,3872,640,"[491.20903954802264, 61.134328358208954, 24.85875706214682, 45.850746268656714]",bean
2202_3007_7m,3872,640,"[567.774011299435, 61.134328358208954, 33.807909604519864, 17.19402985074627]",bean
2202_3007_7m,3872,640,"[629.4237288135593, 56.35820895522387, 21.87570621468933, 38.20895522388061]",bean
2202_3007_7m,3872,640,"[661.2429378531074, 61.134328358208954, 25.85310734463269, 41.074626865671654]",bean
2202_3007_7m,3872,640,"[519.0508474576271, 60.17910447761194, 45.740112994350284, 31.5223880597015]",bean
2202_3007_7m,3872,640,"[540.9265536723163, 68.77611940298507, 19.88700564971748, 38.208955223880594]",bean
2202_3007_7m,3872,640,"[321.17514124293785, 63.04477611940299, 24.85875706214688, 41.074626865671625]",bean
2202_3007_7m,3872,640,"[151.14124293785312, 71.64179104477613, 48.72316384180789, 25.791044776119392]",bean
2202_3007_7m,3872,640,"[202.84745762711864, 69.73134328358209, 41.76271186440678, 27.701492537313428]",bean
2202_3007_7m,3872,640,"[250.57627118644066, 63.04477611940299, 21.875706214689302, 42.98507462686566]",bean
2202_3007_7m,3872,640,"[286.37288135593224, 68.77611940298507, 18.89265536723161, 48.716417910447774]",bean
2202_3007_7m,3872,640,"[860.1129943502824, 85.97014925373134, 48.723163841807946, 32.477611940298516]",bean
2202_3007_7m,3872,640,"[943.638418079096, 81.19402985074628, 37.78531073446345, 21.014925373134332]",bean
2202_3007_7m,3872,640,"[973.4689265536724, 67.82089552238806, 24.858757062146765, 55.40298507462687]",bean
2202_3007_7m,3872,640,"[2880.6327683615823, 112.71641791044775, 47.72881355932168, 22.925373134328368]",bean
2202_3007_7m,3872,640,"[2843.8418079096045, 108.8955223880597, 43.75141242937843, 29.61194029850745]",bean
2202_3007_7m,3872,640,"[1540.2485875706216, 441.3134328358209, 33.80790960451964, 35.343283582089555]",bean
2202_3007_7m,3872,640,"[1566.1016949152543, 414.5671641791045, 40.768361581921, 35.3432835820895]",bean
2202_3007_7m,3872,640,"[1595.9322033898304, 407.88059701492534, 21.875706214689217, 54.44776119402991]",bean
2202_3007_7m,3872,640,"[1642.6666666666667, 441.3134328358209, 32.813559322033825, 32.477611940298516]",bean
2202_3007_7m,3872,640,"[1701.3333333333333, 439.4029850746268, 43.75141242937866, 34.38805970149258]",bean
2202_3007_7m,3872,640,"[565.7853107344632, 426.98507462686564, 18.89265536723167, 37.253731343283675]",bean
2202_3007_7m,3872,640,"[521.0395480225989, 434.6268656716418, 21.875706214689217, 29.611940298507534]",bean
2202_3007_7m,3872,640,"[533.9661016949152, 427.94029850746267, 22.870056497175142, 29.611940298507477]",bean
2202_3006_7m,3872,640,"[103.4389930644747, 84.8882265275708, 54.70331363986644, 27.660208643815196]",bean
2202_3006_7m,3872,640,"[369.99332134600564, 84.8882265275708, 26.854353968661712, 43.874813710879266]",bean
2202_3006_7m,3872,640,"[422.70742358078604, 87.74962742175857, 19.89211405086047, 23.845007451564825]",bean
2202_3006_7m,3872,640,"[808.6144361674801, 102.05663189269745, 33.8165938864629, 27.660208643815224]",bean
2202_3006_7m,3872,640,"[553.0007706139224, 75.35022354694486, 31.827382481376844, 19.07600596125185]",bean
2202_3006_7m,3872,640,"[552.0061649113794, 101.10283159463486, 53.708707937323425, 35.290611028315936]",bean
2202_3006_7m,3872,640,"[702.1916259953763, 92.51862891207153, 40.77883380426408, 15.260804769001496]",bean
2202_3006_7m,3872,640,"[703.1862316979193, 113.50223546944859, 37.795016696635, 26.706408345752592]",bean
2202_3006_7m,3872,640,"[627.5961983046494, 85.84202682563338, 40.77883380426397, 27.66020864381521]",bean
2202_3006_7m,3872,640,"[1129.8720780888775, 98.2414307004471, 42.76804520935002, 35.290611028315936]",bean
2202_3006_7m,3872,640,"[1773.3819676342152, 114.45603576751118, 23.870536861032633, 36.24441132637854]",bean
2202_3006_7m,3872,640,"[1996.1736450038532, 103.96423248882265, 22.875931158489266, 45.78241430700449]",bean
2202_3006_7m,3872,640,"[2070.7690726945802, 125.90163934426229, 49.73028512715109, 20.983606557377044]",bean
2202_3006_7m,3872,640,"[2138.402260467506, 128.76304023845006, 26.8543539686616, 31.47540983606561]",bean
2202_3006_7m,3872,640,"[2196.0893912150013, 118.27123695976155, 19.892114050860528, 37.198211624441115]",bean
2202_3006_7m,3872,640,"[2238.8574364243514, 113.50223546944859, 28.84356537374788, 51.50521609538002]",bean
2202_3006_7m,3872,640,"[2293.5607500642177, 125.90163934426229, 29.83817107629102, 34.336810730253376]",bean
2202_3006_7m,3872,640,"[2331.355766760853, 133.53204172876303, 33.816593886463124, 33.38301043219076]",bean
2202_3006_7m,3872,640,"[2417.886462882096, 117.31743666169896, 55.69791934240902, 20.983606557377044]",bean
2202_3006_7m,3872,640,"[2561.109684048292, 115.40983606557377, 31.827382481376844, 24.798807749627414]",bean
2202_3006_7m,3872,640,"[2598.9047007449267, 124.9478390461997, 25.859748266118913, 43.874813710879266]",bean
2202_3006_7m,3872,640,"[2651.618802979707, 121.13263785394933, 45.751862316978986, 36.24441132637854]",bean
2202_3006_7m,3872,640,"[2707.3167223221167, 118.27123695976155, 33.816593886463124, 32.42921013412817]",bean
2202_3006_7m,3872,640,"[2749.090161828924, 134.48584202682562, 54.70331363986588, 21.93740685543966]",bean
2202_3006_7m,3872,640,"[2863.4698176213715, 120.17883755588673, 42.768045209350475, 30.52160953800299]",bean
2202_3006_7m,3872,640,"[3443.3249422039557, 119.22503725782414, 47.741073722065266, 45.78241430700447]",bean
2202_3006_7m,3872,640,"[3411.497559722579, 129.71684053651268, 33.81659388646267, 32.42921013412817]",bean
2202_3006_7m,3872,640,"[3347.842794759825, 130.67064083457527, 42.76804520935002, 23.84500745156481]",bean
