image_id,width,height,source,bbox
2202_3008_7m,3894,671,bean,"[970,508,33,50]"
2202_3008_7m,3894,671,bean,"[1066,511,28,20]"
2202_3008_7m,3894,671,bean,"[1112,504,21,31]"
2202_3008_7m,3894,671,bean,"[1153,507,34,33]"
2202_3008_7m,3894,671,bean,"[1186,498,43,36]"
2202_3008_7m,3894,671,bean,"[1275,498,42,37]"
2202_3008_7m,3894,671,bean,"[1308,521,46,43]"
2202_3008_7m,3894,671,bean,"[1401,514,28,25]"
2202_3008_7m,3894,671,bean,"[1637,524,26,29]"
2202_3008_7m,3894,671,bean,"[2112,532,38,36]"
2202_3008_7m,3894,671,bean,"[3785,168,28,51]"
2202_3008_7m,3894,671,bean,"[3865,183,24,31]"
2202_3008_7m,3894,671,bean,"[3709,184,42,30]"
2202_3008_7m,3894,671,bean,"[1353,162,29,17]"
2202_3008_7m,3894,671,bean,"[1467,515,38,40]"
2202_3008_7m,3894,671,bean,"[1507,502,47,36]"
2202_3008_7m,3894,671,bean,"[1654,519,28,33]"
2202_3008_7m,3894,671,bean,"[1771,501,44,34]"
2202_3008_7m,3894,671,bean,"[1843,515,26,39]"
2202_3008_7m,3894,671,bean,"[1921,510,34,52]"
2202_3008_7m,3894,671,bean,"[1972,513,23,50]"
2202_3008_7m,3894,671,bean,"[2027,510,37,48]"
2202_3008_7m,3894,671,bean,"[2173,515,25,37]"
2202_3008_7m,3894,671,bean,"[2191,532,26,41]"
2202_3008_7m,3894,671,bean,"[2393,537,22,28]"
2202_3008_7m,3894,671,bean,"[2636,520,28,47]"
2202_3008_7m,3894,671,bean,"[2657,513,28,51]"
2202_3008_7m,3894,671,bean,"[2710,526,26,40]"
2202_3008_7m,3894,671,bean,"[2774,518,25,29]"
2202_3008_7m,3894,671,bean,"[2817,538,34,29]"
2202_3008_7m,3894,671,bean,"[2888,537,17,27]"
2202_3008_7m,3894,671,bean,"[2937,535,22,23]"
2202_3008_7m,3894,671,bean,"[3004,525,33,46]"
2202_3008_7m,3894,671,bean,"[3578,568,21,37]"
2202_3008_7m,3894,671,bean,"[3516,532,27,62]"
2202_3008_7m,3894,671,bean,"[3438,548,28,36]"
2202_3008_7m,3894,671,bean,"[3685,545,25,43]"
2202_3008_7m,3894,671,bean,"[3704,531,26,60]"
2202_3008_7m,3894,671,bean,"[3745,557,23,43]"
2202_3008_7m,3894,671,bean,"[3767,526,33,70]"
2202_3008_7m,3894,671,bean,"[3820,535,28,52]"
2202_3008_7m,3894,671,bean,"[3861,562,20,28]"
2202_3008_7m,3894,671,bean,"[2483,521,26,45]"
2202_3008_7m,3894,671,bean,"[2497,527,34,46]"
2202_3008_7m,3894,671,bean,"[2977,163,22,29]"
2202_3008_7m,3894,671,bean,"[3012,167,49,16]"
2202_3008_7m,3894,671,bean,"[3238,182,19,16]"
2202_3008_7m,3894,671,bean,"[2243,514,24,56]"
2202_3008_7m,3894,671,bean,"[2272,513,62,33]"
2202_3008_7m,3894,671,bean,"[2281,537,51,31]"
2202_3007_7m,3894,670,bean,"[3602,119,41,30]"
2202_3007_7m,3894,670,bean,"[3306,123,36,55]"
2202_3007_7m,3894,670,bean,"[3439,134,37,19]"
2202_3007_7m,3894,670,bean,"[3388,110,23,41]"
2202_3007_7m,3894,670,bean,"[3180,123,41,42]"
2202_3007_7m,3894,670,bean,"[3017,113,25,36]"
2202_3007_7m,3894,670,bean,"[2614,112,44,29]"
2202_3007_7m,3894,670,bean,"[2540,109,24,44]"
2202_3007_7m,3894,670,bean,"[2809,96,29,25]"
2202_3007_7m,3894,670,bean,"[2386,100,39,20]"
2202_3007_7m,3894,670,bean,"[2338,103,25,35]"
2202_3007_7m,3894,670,bean,"[2292,94,24,45]"
2202_3007_7m,3894,670,bean,"[2260,93,22,49]"
2202_3007_7m,3894,670,bean,"[731,74,25,28]"
2202_3007_7m,3894,670,bean,"[781,75,28,34]"
2202_3007_7m,3894,670,bean,"[192,475,45,19]"
2202_3007_7m,3894,670,bean,"[153,421,19,35]"
2202_3007_7m,3894,670,bean,"[112,449,28,18]"
2202_3007_7m,3894,670,bean,"[5,432,31,19]"
2202_3007_7m,3894,670,bean,"[40,456,32,19]"
2202_3007_7m,3894,670,bean,"[303,438,35,19]"
2202_3007_7m,3894,670,bean,"[413,417,27,45]"
2202_3007_7m,3894,670,bean,"[457,417,21,53]"
2202_3007_7m,3894,670,bean,"[504,430,27,23]"
2202_3007_7m,3894,670,bean,"[612,439,19,39]"
2202_3007_7m,3894,670,bean,"[679,424,31,37]"
2202_3007_7m,3894,670,bean,"[726,431,21,40]"
2202_3007_7m,3894,670,bean,"[763,441,62,32]"
2202_3007_7m,3894,670,bean,"[896,432,26,29]"
2202_3007_7m,3894,670,bean,"[945,437,26,50]"
2202_3007_7m,3894,670,bean,"[996,437,27,34]"
2202_3007_7m,3894,670,bean,"[1082,427,16,60]"
2202_3007_7m,3894,670,bean,"[1093,458,35,23]"
2202_3007_7m,3894,670,bean,"[1206,438,46,43]"
2202_3007_7m,3894,670,bean,"[1265,452,51,34]"
2202_3007_7m,3894,670,bean,"[1370,446,44,31]"
2202_3007_7m,3894,670,bean,"[1360,476,29,14]"
2202_3007_7m,3894,670,bean,"[1456,440,37,43]"
2202_3007_7m,3894,670,bean,"[1517,450,31,31]"
2202_3007_7m,3894,670,bean,"[1783,449,25,42]"
2202_3007_7m,3894,670,bean,"[1806,462,50,25]"
2202_3007_7m,3894,670,bean,"[1879,461,43,31]"
2202_3007_7m,3894,670,bean,"[2020,449,20,43]"
2202_3007_7m,3894,670,bean,"[2041,466,36,18]"
2202_3007_7m,3894,670,bean,"[2155,456,33,50]"
2202_3007_7m,3894,670,bean,"[1927,455,23,37]"
2202_3007_7m,3894,670,bean,"[1955,467,33,44]"
2202_3007_7m,3894,670,bean,"[2425,454,23,52]"
2202_3007_7m,3894,670,bean,"[2488,474,22,32]"
2202_3007_7m,3894,670,bean,"[2528,472,17,29]"
2202_3007_7m,3894,670,bean,"[2576,460,16,46]"
2202_3007_7m,3894,670,bean,"[2620,461,24,47]"
2202_3007_7m,3894,670,bean,"[2670,477,45,35]"
2202_3007_7m,3894,670,bean,"[2369,463,31,20]"
2202_3007_7m,3894,670,bean,"[2367,485,21,25]"
2202_3007_7m,3894,670,bean,"[2846,470,34,24]"
2202_3007_7m,3894,670,bean,"[2960,474,28,33]"
2202_3007_7m,3894,670,bean,"[3004,476,21,33]"
2202_3007_7m,3894,670,bean,"[2899,464,53,45]"
2202_3007_7m,3894,670,bean,"[3057,468,27,35]"
2202_3007_7m,3894,670,bean,"[3597,477,30,60]"
2202_3007_7m,3894,670,bean,"[3521,482,57,29]"
2202_3007_7m,3894,670,bean,"[3469,495,45,29]"
2202_3007_7m,3894,670,bean,"[3409,488,21,40]"
2202_3007_7m,3894,670,bean,"[3366,495,24,23]"
2202_3007_7m,3894,670,bean,"[3345,473,17,52]"
2202_3007_7m,3894,670,bean,"[3319,459,25,52]"
2202_3007_7m,3894,670,bean,"[3264,455,41,31]"
2202_3007_7m,3894,670,bean,"[3200,474,31,37]"
2202_3007_7m,3894,670,bean,"[3096,484,42,23]"
2202_3007_7m,3894,670,bean,"[3150,492,26,31]"
2202_3007_7m,3894,670,bean,"[1949,99,21,53]"
2202_3007_7m,3894,670,bean,"[1976,94,49,24]"
2202_3007_7m,3894,670,bean,"[2103,115,19,41]"
2202_3007_7m,3894,670,bean,"[2135,113,12,18]"
2202_3007_7m,3894,670,bean,"[2173,77,45,66]"
2202_3007_7m,3894,670,bean,"[1601,80,24,45]"
2202_3007_7m,3894,670,bean,"[1568,86,21,46]"
2202_3007_7m,3894,670,bean,"[1802,87,34,41]"
2202_3007_7m,3894,670,bean,"[1845,97,33,31]"
2202_3007_7m,3894,670,bean,"[1708,99,33,27]"
2202_3007_7m,3894,670,bean,"[1411,89,36,26]"
2202_3007_7m,3894,670,bean,"[1492,86,29,22]"
2202_3007_7m,3894,670,bean,"[1449,118,27,19]"
2202_3007_7m,3894,670,bean,"[1287,88,22,44]"
2202_3007_7m,3894,670,bean,"[1225,76,22,46]"
2202_3007_7m,3894,670,bean,"[1185,82,34,24]"
2202_3007_7m,3894,670,bean,"[1143,79,23,26]"
2202_3007_7m,3894,670,bean,"[1198,96,23,31]"
2202_3007_7m,3894,670,bean,"[446,72,13,31]"
2202_3007_7m,3894,670,bean,"[475,63,24,44]"
2202_3007_7m,3894,670,bean,"[494,64,25,48]"
2202_3007_7m,3894,670,bean,"[571,64,34,18]"
2202_3007_7m,3894,670,bean,"[633,59,22,40]"
2202_3007_7m,3894,670,bean,"[665,64,26,43]"
2202_3007_7m,3894,670,bean,"[522,63,46,33]"
2202_3007_7m,3894,670,bean,"[544,72,20,40]"
2202_3007_7m,3894,670,bean,"[323,66,25,43]"
2202_3007_7m,3894,670,bean,"[152,75,49,27]"
2202_3007_7m,3894,670,bean,"[204,73,42,29]"
2202_3007_7m,3894,670,bean,"[252,66,22,45]"
2202_3007_7m,3894,670,bean,"[288,72,19,51]"
2202_3007_7m,3894,670,bean,"[865,90,49,34]"
2202_3007_7m,3894,670,bean,"[949,85,38,22]"
2202_3007_7m,3894,670,bean,"[979,71,25,58]"
2202_3007_7m,3894,670,bean,"[2897,118,48,24]"
2202_3007_7m,3894,670,bean,"[2860,114,44,31]"
2202_3007_7m,3894,670,bean,"[1549,462,34,37]"
2202_3007_7m,3894,670,bean,"[1575,434,41,37]"
2202_3007_7m,3894,670,bean,"[1605,427,22,57]"
2202_3007_7m,3894,670,bean,"[1652,462,33,34]"
2202_3007_7m,3894,670,bean,"[1711,460,44,36]"
2202_3007_7m,3894,670,bean,"[569,447,19,39]"
2202_3007_7m,3894,670,bean,"[524,455,22,31]"
2202_3007_7m,3894,670,bean,"[537,448,23,31]"
2202_3006_7m,3893,671,bean,"[104,89,55,29]"
2202_3006_7m,3893,671,bean,"[372,89,27,46]"
2202_3006_7m,3893,671,bean,"[425,92,20,25]"
2202_3006_7m,3893,671,bean,"[813,107,34,29]"
2202_3006_7m,3893,671,bean,"[556,79,32,20]"
2202_3006_7m,3893,671,bean,"[555,106,54,37]"
2202_3006_7m,3893,671,bean,"[706,97,41,16]"
2202_3006_7m,3893,671,bean,"[707,119,38,28]"
2202_3006_7m,3893,671,bean,"[631,90,41,29]"
2202_3006_7m,3893,671,bean,"[1136,103,43,37]"
2202_3006_7m,3893,671,bean,"[1783,120,24,38]"
2202_3006_7m,3893,671,bean,"[2007,109,23,48]"
2202_3006_7m,3893,671,bean,"[2082,132,50,22]"
2202_3006_7m,3893,671,bean,"[2150,135,27,33]"
2202_3006_7m,3893,671,bean,"[2208,124,20,39]"
2202_3006_7m,3893,671,bean,"[2251,119,29,54]"
2202_3006_7m,3893,671,bean,"[2306,132,30,36]"
2202_3006_7m,3893,671,bean,"[2344,140,34,35]"
2202_3006_7m,3893,671,bean,"[2431,123,56,22]"
2202_3006_7m,3893,671,bean,"[2575,121,32,26]"
2202_3006_7m,3893,671,bean,"[2613,131,26,46]"
2202_3006_7m,3893,671,bean,"[2666,127,46,38]"
2202_3006_7m,3893,671,bean,"[2722,124,34,34]"
2202_3006_7m,3893,671,bean,"[2764,141,55,23]"
2202_3006_7m,3893,671,bean,"[2879,126,43,32]"
2202_3006_7m,3893,671,bean,"[3462,125,48,48]"
2202_3006_7m,3893,671,bean,"[3430,136,34,34]"
2202_3006_7m,3893,671,bean,"[3366,137,43,25]"
2202_3006_7m,3893,671,bean,"[3308,121,24,58]"
2202_3006_7m,3893,671,bean,"[3380,139,21,49]"
2202_3006_7m,3893,671,bean,"[3003,480,45,41]"
2202_3006_7m,3893,671,bean,"[2948,477,26,49]"
2202_3006_7m,3893,671,bean,"[2915,489,34,36]"
2202_3006_7m,3893,671,bean,"[2845,486,29,34]"
2202_3006_7m,3893,671,bean,"[3131,496,20,36]"
2202_3006_7m,3893,671,bean,"[3163,493,34,47]"
2202_3006_7m,3893,671,bean,"[2811,487,27,43]"
2202_3006_7m,3893,671,bean,"[2782,479,27,29]"
2202_3006_7m,3893,671,bean,"[2759,496,16,37]"
2202_3006_7m,3893,671,bean,"[2702,494,23,46]"
2202_3006_7m,3893,671,bean,"[2669,485,21,26]"
2202_3006_7m,3893,671,bean,"[2607,472,58,29]"
2202_3006_7m,3893,671,bean,"[2629,497,24,45]"
2202_3006_7m,3893,671,bean,"[2551,467,31,40]"
2202_3006_7m,3893,671,bean,"[2520,456,23,67]"
2202_3006_7m,3893,671,bean,"[2229,467,47,23]"
2202_3006_7m,3893,671,bean,"[2153,480,45,39]"
2202_3006_7m,3893,671,bean,"[2292,505,23,21]"
2202_3006_7m,3893,671,bean,"[2357,473,41,37]"
2202_3006_7m,3893,671,bean,"[2396,450,23,39]"
2202_3006_7m,3893,671,bean,"[2433,485,51,37]"
2202_3006_7m,3893,671,bean,"[2425,473,27,33]"
2202_3006_7m,3893,671,bean,"[2014,473,21,45]"
2202_3006_7m,3893,671,bean,"[1670,462,62,29]"
2202_3006_7m,3893,671,bean,"[1625,478,44,39]"
2202_3006_7m,3893,671,bean,"[1596,462,25,48]"
2202_3006_7m,3893,671,bean,"[1537,468,23,25]"
2202_3006_7m,3893,671,bean,"[1463,466,25,34]"
2202_3006_7m,3893,671,bean,"[1395,452,19,70]"
2202_3006_7m,3893,671,bean,"[1306,472,38,27]"
2202_3006_7m,3893,671,bean,"[1253,461,17,36]"
2202_3006_7m,3893,671,bean,"[1216,477,29,19]"
2202_3006_7m,3893,671,bean,"[1155,456,16,33]"
2202_3006_7m,3893,671,bean,"[102,447,23,41]"
2202_3006_7m,3893,671,bean,"[105,455,61,49]"
2202_3006_7m,3893,671,bean,"[23,442,32,31]"
2202_3006_7m,3893,671,bean,"[17,469,40,30]"
2202_3006_7m,3893,671,bean,"[730,465,45,23]"
2202_3006_7m,3893,671,bean,"[815,467,25,31]"
2202_3006_7m,3893,671,bean,"[862,439,33,47]"
2202_3006_7m,3893,671,bean,"[913,462,35,26]"
2202_3006_7m,3893,671,bean,"[961,450,30,38]"
2202_3006_7m,3893,671,bean,"[1010,467,24,31]"
2202_3006_7m,3893,671,bean,"[1066,460,28,43]"
2202_3006_7m,3893,671,bean,"[1089,468,47,38]"
2202_3006_7m,3893,671,bean,"[1797,473,42,38]"
2202_3006_7m,3893,671,bean,"[3776,505,26,32]"
2202_3006_7m,3893,671,bean,"[3815,492,35,27]"
2202_3006_7m,3893,671,bean,"[3514,484,24,44]"
2202_3006_7m,3893,671,bean,"[3000,135,34,24]"
2202_3006_7m,3893,671,bean,"[1389,100,24,39]"
2202_3006_7m,3893,671,bean,"[1430,105,25,32]"
2202_3006_7m,3893,671,bean,"[1083,100,21,53]"
2202_3006_7m,3893,671,bean,"[1044,109,15,23]"
2202_3006_7m,3893,671,bean,"[873,113,26,29]"
2202_3006_7m,3893,671,bean,"[912,106,32,35]"
2202_3006_7m,3893,671,bean,"[971,104,18,37]"
2202_3006_7m,3893,671,bean,"[491,451,31,30]"
2202_3006_7m,3893,671,bean,"[516,458,25,36]"
2202_3006_7m,3893,671,bean,"[541,453,28,39]"
2202_3006_7m,3893,671,bean,"[565,455,43,41]"
2202_3006_7m,3893,671,bean,"[530,97,33,28]"
2202_3006_7m,3893,671,bean,"[1200,110,33,20]"
2202_3006_7m,3893,671,bean,"[1243,103,49,28]"
2202_3006_7m,3893,671,bean,"[1308,99,41,41]"
2202_3006_7m,3893,671,bean,"[1513,103,23,42]"
2202_3006_7m,3893,671,bean,"[1540,104,33,45]"
2202_3006_7m,3893,671,bean,"[1583,104,31,33]"
2202_3006_7m,3893,671,bean,"[1653,117,47,24]"
2202_3006_7m,3893,671,bean,"[1560,97,37,35]"
2202_3006_7m,3893,671,bean,"[2439,134,20,42]"
2202_3006_7m,3893,671,bean,"[2548,150,20,20]"
2202_3006_7m,3893,671,bean,"[3053,137,26,23]"
2202_3006_7m,3893,671,bean,"[3153,135,69,24]"
2202_3006_7m,3893,671,bean,"[3251,135,56,34]"
2202_3006_7m,3893,671,bean,"[3743,132,31,54]"
2202_3006_7m,3893,671,bean,"[3799,132,31,46]"
2202_3006_7m,3893,671,bean,"[3857,133,29,58]"
2202_3006_7m,3893,671,bean,"[3721,502,15,40]"
2202_3006_7m,3893,671,bean,"[3704,496,14,26]"
2202_3006_7m,3893,671,bean,"[3567,487,31,45]"
2202_3006_7m,3893,671,bean,"[3600,485,43,37]"
2202_3006_7m,3893,671,bean,"[3637,507,18,58]"
2202_3006_7m,3893,671,bean,"[3604,505,36,41]"
2202_3006_7m,3893,671,bean,"[3437,497,54,27]"
2202_3006_7m,3893,671,bean,"[3397,484,45,26]"
2202_3006_7m,3893,671,bean,"[3367,494,34,24]"
2202_3006_7m,3893,671,bean,"[3298,489,44,48]"
2202_3006_7m,3893,671,bean,"[3226,494,43,20]"
2202_3006_7m,3893,671,bean,"[3281,480,29,40]"
2202_3006_7m,3893,671,bean,"[1938,470,60,31]"
2202_3006_7m,3893,671,bean,"[1907,468,38,34]"
2202_3006_7m,3893,671,bean,"[1854,476,47,34]"
2202_3006_7m,3893,671,bean,"[1835,489,28,22]"
2202_3006_7m,3893,671,bean,"[3593,142,14,10]"
2202_3006_7m,3893,671,bean,"[3636,143,11,13]"
2202_3001_7m,3894,671,bean,"[167,140,27,28]"
2202_3001_7m,3894,671,bean,"[270,134,32,29]"
2202_3001_7m,3894,671,bean,"[343,109,39,32]"
2202_3001_7m,3894,671,bean,"[408,122,21,51]"
2202_3001_7m,3894,671,bean,"[429,117,24,57]"
2202_3001_7m,3894,671,bean,"[461,130,28,42]"
2202_3001_7m,3894,671,bean,"[493,126,26,31]"
2202_3001_7m,3894,671,bean,"[570,131,19,23]"
2202_3001_7m,3894,671,bean,"[591,134,18,46]"
2202_3001_7m,3894,671,bean,"[623,120,17,36]"
2202_3001_7m,3894,671,bean,"[643,139,20,45]"
2202_3001_7m,3894,671,bean,"[686,136,22,26]"
2202_3001_7m,3894,671,bean,"[724,99,22,67]"
2202_3001_7m,3894,671,bean,"[786,140,29,36]"
2202_3001_7m,3894,671,bean,"[844,136,21,33]"
2202_3001_7m,3894,671,bean,"[897,130,34,29]"
2202_3001_7m,3894,671,bean,"[942,116,43,42]"
2202_3001_7m,3894,671,bean,"[1137,122,39,42]"
2202_3001_7m,3894,671,bean,"[1189,151,25,22]"
2202_3001_7m,3894,671,bean,"[1243,130,27,25]"
2202_3001_7m,3894,671,bean,"[1744,146,25,35]"
2202_3001_7m,3894,671,bean,"[1863,143,40,26]"
2202_3001_7m,3894,671,bean,"[1933,131,19,40]"
2202_3001_7m,3894,671,bean,"[1977,137,36,34]"
2202_3001_7m,3894,671,bean,"[2017,130,20,47]"
2202_3001_7m,3894,671,bean,"[2039,134,20,53]"
2202_3001_7m,3894,671,bean,"[1832,168,34,25]"
2202_3001_7m,3894,671,bean,"[2323,154,36,31]"
2202_3001_7m,3894,671,bean,"[2301,156,14,13]"
2202_3001_7m,3894,671,bean,"[2164,137,22,48]"
2202_3001_7m,3894,671,bean,"[2179,144,40,25]"
2202_3001_7m,3894,671,bean,"[2628,154,36,37]"
2202_3001_7m,3894,671,bean,"[2740,153,24,29]"
2202_3001_7m,3894,671,bean,"[3110,136,31,54]"
2202_3001_7m,3894,671,bean,"[3179,166,19,44]"
2202_3001_7m,3894,671,bean,"[3262,170,27,25]"
2202_3001_7m,3894,671,bean,"[3307,164,46,26]"
2202_3001_7m,3894,671,bean,"[3393,161,35,41]"
2202_3001_7m,3894,671,bean,"[3559,145,19,62]"
2202_3001_7m,3894,671,bean,"[3583,166,53,38]"
2202_3001_7m,3894,671,bean,"[3745,168,14,13]"
2202_3001_7m,3894,671,bean,"[3693,532,32,38]"
2202_3001_7m,3894,671,bean,"[3623,522,40,28]"
2202_3001_7m,3894,671,bean,"[3601,542,18,15]"
2202_3001_7m,3894,671,bean,"[3518,508,31,50]"
2202_3001_7m,3894,671,bean,"[3491,507,29,40]"
2202_3001_7m,3894,671,bean,"[3471,512,27,51]"
2202_3001_7m,3894,671,bean,"[3438,514,34,40]"
2202_3001_7m,3894,671,bean,"[3359,519,33,57]"
2202_3001_7m,3894,671,bean,"[3341,522,25,34]"
2202_3001_7m,3894,671,bean,"[3290,504,22,29]"
2202_3001_7m,3894,671,bean,"[3238,509,24,23]"
2202_3001_7m,3894,671,bean,"[3188,491,31,66]"
2202_3001_7m,3894,671,bean,"[3016,511,35,22]"
2202_3001_7m,3894,671,bean,"[2961,509,45,31]"
2202_3001_7m,3894,671,bean,"[2920,506,26,35]"
2202_3001_7m,3894,671,bean,"[2824,496,31,51]"
2202_3001_7m,3894,671,bean,"[2786,499,28,50]"
2202_3001_7m,3894,671,bean,"[2860,501,46,22]"
2202_3001_7m,3894,671,bean,"[2735,497,19,26]"
2202_3001_7m,3894,671,bean,"[2665,513,41,33]"
2202_3001_7m,3894,671,bean,"[2591,507,27,42]"
2202_3001_7m,3894,671,bean,"[2242,511,38,25]"
2202_3001_7m,3894,671,bean,"[2186,505,26,45]"
2202_3001_7m,3894,671,bean,"[2140,505,44,25]"
2202_3001_7m,3894,671,bean,"[2073,509,49,20]"
2202_3001_7m,3894,671,bean,"[1899,498,35,36]"
2202_3001_7m,3894,671,bean,"[1587,481,18,46]"
2202_3001_7m,3894,671,bean,"[1644,503,34,49]"
2202_3001_7m,3894,671,bean,"[1522,487,20,42]"
2202_3001_7m,3894,671,bean,"[1536,479,20,40]"
2202_3001_7m,3894,671,bean,"[1467,483,27,36]"
2202_3001_7m,3894,671,bean,"[1221,479,33,32]"
2202_3001_7m,3894,671,bean,"[1192,488,35,40]"
2202_3001_7m,3894,671,bean,"[1276,501,34,13]"
2202_3001_7m,3894,671,bean,"[1042,481,47,39]"
2202_3001_7m,3894,671,bean,"[1417,489,28,34]"
2202_3001_7m,3894,671,bean,"[1393,479,27,32]"
2202_3001_7m,3894,671,bean,"[1372,506,46,26]"
2202_3001_7m,3894,671,bean,"[990,486,35,28]"
2202_3001_7m,3894,671,bean,"[523,483,29,27]"
2202_3001_7m,3894,671,bean,"[428,484,38,31]"
2202_3001_7m,3894,671,bean,"[476,490,18,14]"
2202_3001_7m,3894,671,bean,"[588,473,23,43]"
2202_3001_7m,3894,671,bean,"[363,465,15,37]"
2202_3001_7m,3894,671,bean,"[321,452,31,52]"
2202_3001_7m,3894,671,bean,"[385,463,20,47]"
2202_3001_7m,3894,671,bean,"[269,471,21,32]"
2202_3001_7m,3894,671,bean,"[215,474,37,29]"
2202_3001_7m,3894,671,bean,"[163,473,35,35]"
2202_3001_7m,3894,671,bean,"[153,486,28,43]"
2202_3001_7m,3894,671,bean,"[20,470,40,30]"
2202_3001_7m,3894,671,bean,"[54,472,23,48]"
2202_3001_7m,3894,671,bean,"[86,459,27,43]"
2202_3001_7m,3894,671,bean,"[116,468,20,35]"
2202_3001_7m,3894,671,bean,"[106,493,28,28]"
2202_3001_7m,3894,671,bean,"[1122,500,30,15]"
2202_3001_7m,3894,671,bean,"[2015,513,27,26]"
2202_3001_7m,3894,671,bean,"[1982,495,31,22]"
2202_3001_7m,3894,671,bean,"[2966,143,25,70]"
2202_3001_7m,3894,671,bean,"[2545,141,39,41]"
2202_3001_7m,3894,671,bean,"[2510,140,41,40]"
2202_3001_7m,3894,671,bean,"[1820,118,20,57]"
2202_3001_7m,3894,671,bean,"[1791,144,29,21]"
2202_3001_7m,3894,671,bean,"[1676,136,24,19]"
2202_3001_7m,3894,671,bean,"[1005,140,18,33]"
2202_3001_7m,3894,671,bean,"[227,137,31,29]"
2202_3001_7m,3894,671,bean,"[85,117,25,25]"
2202_3001_7m,3894,671,bean,"[40,124,17,27]"
2202_3001_7m,3894,671,bean,"[1304,131,23,35]"
2202_3001_7m,3894,671,bean,"[1370,133,27,27]"
2202_3001_7m,3894,671,bean,"[1420,135,48,30]"
2202_3001_7m,3894,671,bean,"[1427,148,23,32]"
2202_3001_7m,3894,671,bean,"[1601,132,31,41]"
2202_3001_7m,3894,671,bean,"[1585,138,28,35]"
2202_3001_7m,3894,671,bean,"[2821,147,41,24]"
2202_3001_7m,3894,671,bean,"[2855,167,33,22]"
2202_3001_7m,3894,671,bean,"[2931,140,29,51]"
2202_3001_7m,3894,671,bean,"[3025,141,18,35]"
